name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,cost_for_two,restaurant_type,city_list
kargeens,Yes,No,4.1,992,koramangala 6th block,cafe,"Mocktails, Pasta Alfredo, Nachos, Veggie Pizza, Chicken Steak, Hot Chocolate, Noodles","Cafe, Continental, Italian",600,Dine-out,Koramangala 5th Block
qube cafe,Yes,No,4.2,169,koramangala 4th block,cafe,"Pizza, Coffee, Burgers, Pasta, Tiramisu, Sandwiches, Tea","Cafe, Desserts",700,Dine-out,Koramangala 5th Block
swathi maharaja,Yes,Yes,3.7,291,koramangala 4th block,casual dining,"Murgh Ghee Roast, Mutton Biryani, Buttermilk, Andhra Meal, Thali, Chilli Chicken, Prawn","Andhra, North Indian, Chinese, Biryani",750,Dine-out,Koramangala 5th Block
terra bites,Yes,No,4.1,65,koramangala 4th block,"cafe, casual dining","Spaghetti, Hot Chocolate, Coffee, Tea","Cafe, Italian, Continental",700,Dine-out,Koramangala 5th Block
rajdhani thali restaurant,Yes,Yes,4.0,797,koramangala 7th block,casual dining,"Gatte Ki Subzi, Rabri, Dhokla, Rajasthani Thali, Jalebi, Daal Baati Churma, Aamras",North Indian,900,Dine-out,Koramangala 5th Block
cilantro,Yes,Yes,4.0,281,koramangala 4th block,"casual dining, bar","Biryani, Breakfast Buffet, Fish, Salads, Burgers, Caramel Pudding, Steak","European, American, Continental, North Indian, Steak","1,500",Dine-out,Koramangala 5th Block
mustard cafe,Yes,No,4.1,894,koramangala 3rd block,cafe,"Mushroom Bruschettas, Mocktails, Blueberry Smoothie, Opera Cake, Beef Burger, Pasta Arrabiata, Burgers","Cafe, Continental, Burger, Salad, Healthy Food, Italian",800,Dine-out,Koramangala 5th Block
jukebox,No,Yes,3.9,282,koramangala 7th block,"casual dining, bar","Mutton Dhansak, Steak, Chips, Lasagne, Mashed Potato, Draught Beer, Beef Stroganoff","Continental, Parsi, Chinese, North Indian, Italian, Steak","1,000",Dine-out,Koramangala 5th Block
the rendezvous,Yes,No,3.7,483,koramangala 4th block,casual dining,"Chicken Fritters, Steak, Sandwiches, Burgers, Pasta, Salads, Beef Stroganoff","Continental, Steak, Chinese, Salad, Desserts, Seafood, Italian",800,Dine-out,Koramangala 5th Block
fabindia cafe,No,No,4.2,226,koramangala 2nd block,cafe,"Paneer Roll, Masala Chai, Masala Tea, Aloo Paratha, Chaat, Brownie Chocolate, Methi Paratha","Cafe, Street Food",200,Dine-out,Koramangala 5th Block
fill n chill resto bar & pub,Yes,Yes,3.9,598,koramangala 4th block,bar,"Beer, Biryani, Cocktails, Masala Peanuts, Chicken Tikka, Chips, Fish","Finger Food, North Indian, Chinese","1,200",Dine-out,Koramangala 5th Block
smoke - the sizzler house,Yes,Yes,4.0,1390,koramangala 7th block,casual dining,"Butter Garlic Prawns, Mocktails, Noodles, Salads, Brownie, Pasta Sizzler, Chicken Steak","Continental, Chinese, Thai, Italian, BBQ, Steak","1,100",Dine-out,Koramangala 5th Block
china bowl,Yes,No,3.9,457,koramangala 6th block,casual dining,"Noodles, Roast Pork, Biryani, Manchow Soup, Pork Ribs, Butter Garlic Prawns, Crispy Honey Chilli Chicken",Chinese,"1,000",Dine-out,Koramangala 5th Block
zingron,Yes,No,4.0,515,koramangala 7th block,casual dining,"Pork Ribs, Smoked Pork, Beef Pickle, Pork Meat, Wine, Pork Momo, Chilli Chicken","Chinese, Naga",750,Dine-out,Koramangala 5th Block
the arabesque cafe,No,No,4.1,100,koramangala 4th block,casual dining,"Onion Rings, Triple Schezwan","American, Continental, Chinese",600,Dine-out,Koramangala 5th Block
aalishan restaurant & caterer,Yes,No,3.5,889,koramangala 7th block,casual dining,"Rolls, Tandoori Murgh Masala, Legendary Arsalan, Firni, Phirni, Mutton Biryani, Chicken Roll","North Indian, Mughlai",650,Dine-out,Koramangala 5th Block
dalma,Yes,No,3.9,475,koramangala 6th block,casual dining,"Lassi, Mutton Kosha, Thali, Chicken Handi, Chicken Curry, Buttermilk, Rasgulla",Oriya,600,Dine-out,Koramangala 5th Block
gorilla barfare,No,No,4.2,270,koramangala 6th block,"pub, casual dining","Cocktails, Dessert Pizza, Nachos, Beef Chilli, Long Island Iced Tea, Beer, Salsa","Continental, Pizza, Burger","1,400",Dine-out,Koramangala 5th Block
axomi - taste of assam,Yes,No,4.1,616,koramangala 7th block,casual dining,"Thali, Duck Curry, Fish, Brinjal Fry, Aloo Pitika, Chicken Curry, Lime Soda",Assamese,500,Dine-out,Koramangala 5th Block
punjabi nawabi,Yes,No,4.0,108,koramangala 1st block,casual dining,"Tikka, Saag, Dal Makhani, Naan, Makke Ki Roti",North Indian,500,Dine-out,Koramangala 5th Block
saara's cafe - ss lumina hotel,No,Yes,4.2,117,koramangala 7th block,casual dining,"Baklava, Mutton Biryani, Salad, Rice Pudding, Jeera Rice, Fish, Panneer Butter Masala","North Indian, South Indian, Chinese, Arabian",800,Dine-out,Koramangala 5th Block
vitamin palace,No,No,4.1,172,koramangala 7th block,cafe,"Watermelon Juice, Burgers, Pasta, Faluda, Fruit Salad, Coffee, Sandwich","Cafe, Beverages, Healthy Food, Juices",650,Dine-out,Koramangala 5th Block
trigereato,Yes,Yes,4.4,103,koramangala 8th block,cafe,"Pasta, Salad, Mousse, Noodles, Fries, Mocktails, Pizza","Cafe, Continental, Beverages",700,Dine-out,Koramangala 5th Block
tetto,Yes,No,3.7,130,koramangala 1st block,"casual dining, bar","Burgers, Cocktails, Mushroom Nuggets, Draught Beer, Fish Fingers",Continental,"1,200",Dine-out,Koramangala 5th Block
go italia,Yes,No,4.0,782,koramangala 6th block,casual dining,"Pizza, Pasta, Garlic Bread, Veg Burger, Wine, Minestrone Soup, Chocolate Cake","Italian, Pizza, Fast Food, Salad",750,Dine-out,Koramangala 5th Block
the yogisthaan cafe,Yes,No,4.1,61,koramangala 2nd block,cafe,"Paratha, Chai, Poha, Quinoa Burger","Cafe, Healthy Food, Salad, Beverages",600,Dine-out,Koramangala 5th Block
smokey tribe restaurant,Yes,No,3.8,267,koramangala 7th block,casual dining,"Beer, Mashed Potato, Pork Thali, Pork Curry, Smoked Pork, Veg Thali","North Eastern, Chinese",650,Dine-out,Koramangala 5th Block
jimi's beer cafe,No,No,3.8,674,koramangala 6th block,pub,"Beer, Steak, Chilli Chicken, Burgers, Tandoori Chicken, Masala Peanuts, Fries","American, North Indian, Chinese","1,700",Dine-out,Koramangala 5th Block
12th main - grand mercure,No,Yes,4.1,354,koramangala 3rd block,fine dining,"Halwa, Waffles, Chaat, Pasta, Coffee, Creme Brulee, Salads","European, Asian","2,000",Dine-out,Koramangala 5th Block
bangaliana,Yes,No,3.9,454,koramangala 7th block,casual dining,"Sea Food, Bhetki Paturi, Chicken Dak Bunglow, Prawn, Rasgulla, Potato Curry, Mishti Doi",Bengali,600,Dine-out,Koramangala 5th Block
chai point,No,No,4.0,293,koramangala 6th block,"beverage shop, quick bites","Ginger Tea, Masala Tea, Banana Cake, Poha, Samosa, Vada Pav, Sandwiches","Tea, Beverages, Fast Food",250,Dine-out,Koramangala 5th Block
saara's grill n spice - ss lumina hotel,No,Yes,4.3,106,koramangala 7th block,casual dining,"Baklava, Chicken Wings, Mutton Biryani, Pizza, Vegetable Biryani, Arabic Cuisine, Salad","North Indian, Arabian, Beverages","1,000",Dine-out,Koramangala 5th Block
fandom at gilly's redefined,No,No,3.9,107,koramangala 4th block,bar,"Onion Rings, French Fries",Finger Food,"1,500",Dine-out,Koramangala 5th Block
barbeque station,Yes,No,2.8,152,koramangala 7th block,casual dining,"Biryani, Butter Naan","North Indian, Chinese, BBQ",700,Dine-out,Koramangala 5th Block
mars chicken delight,No,No,3.7,107,koramangala 1st block,casual dining,"Biryani, Pudina Chicken, Kalmi Kebab, Chicken Kebab, Chicken Delight, Butter Chicken, Chicken Roll","North Indian, Chinese, Biryani, Beverages",500,Dine-out,Koramangala 5th Block
embers - nandhana grand hotel,No,No,3.8,38,koramangala 6th block,casual dining,Biryani,"North Indian, South Indian, Thai, Chinese, Continental",900,Dine-out,Koramangala 5th Block
chaat street,Yes,No,3.9,293,koramangala 6th block,kiosk,"Pav Bhaji, Panipuri, Raj Kachori, Papdi Chaat, Samosa Chaat, Bhel Puri, Vada Pav","Street Food, North Indian",250,Dine-out,Koramangala 5th Block
pingara,Yes,No,3.8,94,koramangala 1st block,casual dining,"Sea Food, Beer, Fish Thali, Fish Fry, Chicken Tikka, Neer Dosa","North Indian, Chinese, Mangalorean",600,Dine-out,Koramangala 5th Block
hakka chinese restaurant,Yes,No,3.9,332,koramangala 1st block,casual dining,"Manchow Soup, Momos, Chicken Hakka Noodles, Chilli Chicken, Roast Chicken, Thai Wings, Malaysian Noodles","Chinese, Thai",600,Dine-out,Koramangala 5th Block
gam's delicacy,Yes,Yes,4.2,325,koramangala 7th block,casual dining,"Fish, Veg Thali, Bamboo Shoot Pork, Pork Fry, Kheer, Pork Thali, Clear Soup","North Indian, Chinese, Assamese",800,Dine-out,Koramangala 5th Block
mustard food court,Yes,No,3.6,165,koramangala 3rd block,casual dining,"Chicken Biryani, Chicken Wings, Chicken Curry, Kadhai Paneer, Butter Chicken, Noodles, Vegetable Biryani","North Indian, Chinese",500,Dine-out,Koramangala 5th Block
hotel tom's restaurant,Yes,No,4.0,69,koramangala 6th block,casual dining,"Neer Dosa, Prawn Curry, Pork Chilli, Biryani, Sea Food, Kori Roti, Chicken Curry","Mangalorean, Seafood, Chinese, North Indian","1,000",Dine-out,Koramangala 5th Block
punjabi chulha,Yes,No,3.8,38,koramangala 1st block,casual dining,"Tandoori Chicken, Dal Makhani, Butter Chicken, Roti, Veg Thali",North Indian,500,Dine-out,Koramangala 5th Block
delicacy,Yes,No,3.9,523,koramangala 4th block,casual dining,"Noodles, Momos, Chicken Manchow Soup, Chicken Noodle, Prawn, Chicken Honey, Thai Rice","Chinese, Thai, Momos",500,Dine-out,Koramangala 5th Block
banana beach bar,Yes,Yes,3.7,1015,koramangala 6th block,bar,"Chicken Wings, Cocktails, Mocktails, Chilli Chicken, Noodles, Burgers, Spring Roll","Continental, Chinese","1,300",Dine-out,Koramangala 5th Block
bansuri sweets,No,No,3.7,73,koramangala 6th block,"sweet shop, quick bites","Thali, Dhokla, Chaat, Samosa, Panipuri, Jalebi, Pav Bhaji","Mithai, North Indian, Street Food",250,Dine-out,Koramangala 5th Block
cashmere nites,Yes,No,3.5,74,koramangala 6th block,casual dining,"Firni, Roganjosh, Phirni, Tabakh Maaz, Wings",Kashmiri,600,Dine-out,Koramangala 5th Block
momo rice noodles,Yes,No,3.8,222,ejipura,casual dining,"Momos, Noodles, Dragon Chicken, Chicken Manchurian, Wonton Soup, Chilli Chicken","Chinese, Momos",600,Dine-out,Koramangala 5th Block
maria's goan kitchen,Yes,No,3.9,395,koramangala 7th block,casual dining,"Goan Thali, Sol Kadhi, Prawn, Pork Vindaloo, Plain Rice, Fish, Beef Fry","Goan, Chinese, Biryani",750,Dine-out,Koramangala 5th Block
entropy cafe,Yes,No,4.1,507,koramangala 6th block,cafe,"Nachos, Biryani, Chaat, Pancakes, Pizza, Pasta, Burgers","Cafe, Chinese, Pizza, North Indian, Burger",600,Dine-out,Koramangala 5th Block
mast kalandar,No,No,2.5,547,koramangala 4th block,casual dining,"Rajma Chawal, Khichda, Gulab Jamun, Paratha, Dal Makhani, Lassi, Paneer Tikka",North Indian,450,Dine-out,Koramangala 5th Block
barcode,No,Yes,3.8,170,koramangala 4th block,bar,"Prawn, French Fries, Draught Beer, Biryani","South Indian, North Indian","1,300",Dine-out,Koramangala 5th Block
eshmeet da dhaba,Yes,No,3.1,121,koramangala 6th block,casual dining,"Tandoori Chicken, Butter Chicken, Lassi, Shahi Paneer, Tandoori Roti, Rumali Roti, Biryani","North Indian, Chinese",500,Dine-out,Koramangala 5th Block
a2b - adyar ananda bhavan,Yes,No,2.7,249,koramangala 7th block,casual dining,"Filter Coffee, Masala Dosa, Pongal, Pav Bhaji, Badam Milk, Thali","South Indian, North Indian, Chinese, Street Food, Fast Food",400,Dine-out,Koramangala 5th Block
helloo delhi,Yes,Yes,4.1,221,koramangala 4th block,casual dining,"Rasmalai, Murgh Lababdar, Kadai Paneer, Dal Makhani, Fish, Jal-jeera, Lassi",North Indian,"1,000",Dine-out,Koramangala 5th Block
cafe on the way,Yes,No,4.0,275,koramangala 3rd block,cafe,"Waffles, Coffee, Pesto Sandwich, Hazelnut Cappuccino, Latte, Salads, Pasta",Cafe,500,Dine-out,Koramangala 5th Block
uday sweets,Yes,No,3.5,34,koramangala 6th block,sweet shop,"Jalebi, Poha, Puri Sabzi","Mithai, Fast Food",250,Dine-out,Koramangala 5th Block
vasudev adiga's,No,No,2.8,289,koramangala 4th block,casual dining,"Filter Coffee, Mysore Masala Dosa, Buttermilk, Idli, Rava Dosa, Neer Dosa, Thali","South Indian, North Indian, Chinese, Street Food",250,Dine-out,Koramangala 5th Block
imperial restaurant,Yes,No,3.6,243,koramangala 6th block,casual dining,"Chicken Grill, Shawarma, Ghee Rice, Chicken Butter Masala, Mutton Biryani, Tandoori Chicken, Chicken Kebab","Seafood, Biryani, South Indian, Chettinad, Chinese, Arabian, Andhra, Kerala",800,Dine-out,Koramangala 5th Block
silsila,No,No,2.7,47,koramangala 4th block,casual dining,Paratha,North Indian,800,Dine-out,Koramangala 5th Block
hotel food lands,Yes,No,3.8,57,koramangala 7th block,casual dining,"Sea Food, Biryani, Anjal Tava Fry","Seafood, Mangalorean",700,Dine-out,Koramangala 5th Block
tattva cafe,No,No,2.8,227,koramangala 6th block,cafe,"Tea, Masala Chai, Filter Coffee, Sandwich, Burgers, Orange Juice, Poha",Cafe,450,Dine-out,Koramangala 5th Block
raj darbar,Yes,No,3.7,47,koramangala 6th block,casual dining,"Tandoori Chicken, Thali","North Indian, Chinese, Bengali",800,Dine-out,Koramangala 5th Block
ocean,Yes,No,3.8,215,koramangala 6th block,casual dining,"Enchiladas, Pasta, Cocktails, Peri Peri Chicken, Draught Beer, Hot Gulab Jamun, Fajita","Mexican, Continental, Italian, Chinese",700,Dine-out,Koramangala 5th Block
elmas restaurant,Yes,No,3.4,34,koramangala 7th block,casual dining,Rooftop Ambience,"North Indian, Kerala, Chinese, Biryani, Seafood, South Indian",650,Dine-out,Koramangala 5th Block
happy plate,No,No,3.6,54,koramangala 6th block,quick bites,"Chole Bhature, Omelette","North Indian, Chinese, South Indian, Fast Food",400,Dine-out,Koramangala 5th Block
the local - burger bar,No,No,3.8,152,koramangala 6th block,"pub, casual dining","Burgers, Beer, Pasta, Nachos, Pizza, Paneer Tikka, Chilli Pork","American, Pizza, Burger","1,500",Dine-out,Koramangala 5th Block
loca moca,No,No,3.7,46,koramangala 1st block,cafe,"Coffee, Hazelnut Cappuccino, Chicken Keema Roll, Chicken Sandwich, Grilled Chicken Wrap","Cafe, Continental",600,Dine-out,Koramangala 5th Block
malnad military hotel,No,No,3.8,40,koramangala 7th block,casual dining,"Chicken Curry, Pepper Chicken, Neer Dosa, Mutton Chops, Fish, Mutton Curry","South Indian, Chinese",500,Dine-out,Koramangala 5th Block
kebarbiq,No,No,4.0,138,koramangala 7th block,casual dining,"Burgers, Pulpy Grape Juice, Chicken Wings, Pita Bread, Chicken Grill, Fish Grill, French Fries","North Indian, Arabian, Mughlai, Middle Eastern, Grill",800,Dine-out,Koramangala 5th Block
rice and rolls,No,No,2.7,61,koramangala 6th block,quick bites,"Rolls, Shawarma Roll, Chicken Grill, Thali","Arabian, Biryani, North Indian, Chinese, Fast Food",500,Dine-out,Koramangala 5th Block
punjabi dhaba,Yes,No,3.4,356,ejipura,quick bites,"Butter Chicken, Paratha",North Indian,350,Dine-out,Koramangala 5th Block
zeeshan,Yes,No,3.8,214,koramangala 7th block,casual dining,"Rolls, Kathi Roll, Mutton Roll, Chicken Roll, Firni, Chicken Tikka, Bengali Style Biryani","North Indian, Kebab, Biryani, Rolls",700,Dine-out,Koramangala 5th Block
kaaram,Yes,No,3.9,327,koramangala 6th block,casual dining,"Mughlai Biryani, Vegetable Biryani, Kaaram Biryani, Gulab Jamun, Raita, Kebab Biryani, Dum Biryani","Andhra, Biryani",500,Dine-out,Koramangala 5th Block
black pepper lounge - case de bengaluru,No,Yes,3.7,81,koramangala 6th block,lounge,Rooftop Ambience,Finger Food,"1,200",Dine-out,Koramangala 5th Block
dreams cafe - all day english food st.,Yes,No,3.8,230,koramangala 1st block,cafe,"English Breakfast, Coffee, Burgers, Fish, Omelette, Sandwiches, Chicken Burger","Cafe, Continental, Burger",600,Dine-out,Koramangala 5th Block
oregano pizzeria,Yes,No,3.7,52,koramangala 4th block,cafe,"Margherita Pizza, Cheesy Bites","Cafe, Italian, Pizza",450,Dine-out,Koramangala 5th Block
taco bell,Yes,No,4.1,1963,koramangala 6th block,quick bites,"Tacos, Nachos, Potato Pops, Potato Burrito, Fiery Potato, Rice Bowls, Taco Joint","Mexican, American, Fast Food",600,Dine-out,Koramangala 5th Block
kota kachori,Yes,No,4.3,3618,koramangala 6th block,quick bites,"Pyaz Kachori, Chaat, Gajar Ka Halwa, Shrikhand, Jalebi Rabri, Churma, Boondi Raita","Street Food, Desserts, North Indian, Mithai, Rajasthani",400,Dine-out,Koramangala 5th Block
eat street,No,No,4.2,1534,koramangala 6th block,quick bites,"Lassi, Nachos, Mojito, Roti, Panipuri, Pizza, Waffles","North Indian, Chinese, Italian, Street Food, Desserts",600,Dine-out,Koramangala 5th Block
mooch marod,No,No,4.2,94,koramangala 6th block,quick bites,"Masala Chaach, Stuffed Paratha, Gulkand Lassi",North Indian,400,Dine-out,Koramangala 5th Block
nutri rich,Yes,No,3.8,53,koramangala 7th block,quick bites,"Pizza, Spinach Curry, Salad",Healthy Food,350,Dine-out,Koramangala 5th Block
white elefan coffee and snack bar,Yes,No,3.9,44,koramangala 6th block,quick bites,"Coffee, Sandwiches, Tea","Coffee, Fast Food, Chinese, Beverages",550,Dine-out,Koramangala 5th Block
la pino'z pizza,Yes,No,4.1,506,koramangala 4th block,quick bites,"Fries, White Sauce Pasta, Monster Pizza, Cheesy Garlic Bread, Cheesy Pizza, Margherita Pizza","Italian, Pizza, Beverages",600,Dine-out,Koramangala 5th Block
habibi falafel,Yes,No,4.3,220,koramangala 1st block,quick bites,"Baklava, Falafel Roll, Falafel Plate, Pita Bread, Mint Lemonade, Pita Pocket, Pomegranate Juice","Lebanese, Middle Eastern",300,Dine-out,Koramangala 5th Block
tenzin kitchen,Yes,No,4.2,534,koramangala 7th block,quick bites,"Momos, Noodles, Thukpa, Teriyaki Chicken, Chicken Chowmein, Clear Chicken Soup, Beef Chilli","Tibetan, Chinese, Momos",450,Dine-out,Koramangala 5th Block
podi idly,Yes,No,4.3,656,koramangala 6th block,quick bites,"Podi Idli, Masala Dosa, Pongal, Coffee, Mini Idlis, Appam, Raagi Dosa",South Indian,250,Dine-out,Koramangala 5th Block
fiero! pizzeria,Yes,No,4.0,62,koramangala 6th block,quick bites,"Pizza, Ice Cream Roll","Italian, Fast Food, Pizza",400,Dine-out,Koramangala 5th Block
khatta meetha teekha,Yes,No,4.3,193,koramangala 6th block,quick bites,"Gulab Jamun, Raita, Chaat, Chole, Soya Chaap, Panipuri, Dal Makhani","Street Food, North Indian, Mithai, Chinese, Beverages",300,Dine-out,Koramangala 5th Block
snow'ora,Yes,Yes,4.3,343,koramangala 4th block,quick bites,"Bingsu, Mocktails, Custard, Chocolate Oreo, Sandwiches, Brownie, Korean Ice Cream","Desserts, Ice Cream, Beverages",450,Dine-out,Koramangala 5th Block
madurai idly shop,No,No,3.7,468,koramangala 6th block,quick bites,"Tea, Upma, Coffee, Pongal, Podi Idli, Masala Vada, Mini Idlis",South Indian,200,Dine-out,Koramangala 5th Block
arya hungry?,Yes,No,4.3,279,koramangala 7th block,quick bites,"Chole, Kulcha, Mutton Curry, Paratha, Mint Raita, Chicken Curry, Dal Makhani",North Indian,450,Dine-out,Koramangala 5th Block
sagar fast food,Yes,No,4.0,138,koramangala 8th block,quick bites,Neer Dosa,"South Indian, North Indian, Street Food, Chinese",250,Dine-out,Koramangala 5th Block
the wok shop,Yes,No,4.1,271,koramangala 1st block,quick bites,"Momos, Rice Noodles, Kung Pao Chicken, Rice Bowl, Noodle, Thai Green Curry, Chicken Dim Sum","Asian, Chinese, Momos, Fast Food, Indonesian, Korean",500,Dine-out,Koramangala 5th Block
polar bear,Yes,No,4.2,195,koramangala 6th block,dessert parlor,"Choco Fudge Brownie, Sandwich, Ice Cream Pizza, Tiramisu, Sandwiches, Chocolate Icecreams, Hot Chocolate","Desserts, Ice Cream, Beverages, Sandwich",400,Dine-out,Koramangala 5th Block
kfc,Yes,No,3.8,477,koramangala 6th block,quick bites,"Rice Bowl, Burgers, Hot Wings, Virgin Mojito, Chicken Popcorn, Fries, Zinger Burger","Burger, Fast Food",450,Dine-out,Koramangala 5th Block
gods own cafe,Yes,No,4.4,384,koramangala 7th block,quick bites,"Appam, Buttermilk, Fry Prawns, Roast Beef, Masala Prawn, Chicken Stew, Murgh Ghee Roast","South Indian, Kerala, Seafood",300,Dine-out,Koramangala 5th Block
ramji chaiwale,Yes,No,3.8,94,koramangala 1st block,quick bites,"Chai, Ginger Tea, Maggi, Aloo Paratha, Samosa, Coffee, Sandwich","Beverages, Fast Food",250,Dine-out,Koramangala 5th Block
